0.1265,-0.9660
2.1336,-0.9660
6.7308,-0.9660
11.2502,-0.9660
16.9510,-0.9660
22.6444,-0.9660
28.6967,-0.9660
35.9196,-0.9660
43.8332,-0.9660
52.1509,-0.9660
60.1976,-0.9660
67.9830,-0.9660
76.3292,-0.9660
85.2970,-0.9660
94.6110,-0.9660
104.2500,-0.9660
112.8991,-0.9660
118.6978,-0.9660
121.6909,-0.9660
122.1042,-0.9660
122.4616,-0.9660
122.7392,-0.9660
73.1160,-0.9747
75.1160,-1.8905
77.0309,-3.7653
77.4303,-4.1167
77.7436,-4.6793
80.5681,-7.7388
80.5681,-10.6766
80.5681,-13.3955
80.5681,-15.6163
80.5681,-18.7218
80.5681,-23.1537
80.5681,-27.8876
80.5681,-33.0499
80.5681,-37.9515
80.5681,-43.0007
80.5681,-48.8506
80.5681,-53.8904
80.5681,-58.4311
80.5681,-62.5293
80.5681,-67.2343
80.5681,-72.5729
80.5681,-77.0991
80.5681,-81.4828
80.5681,-85.2907
80.5681,-89.3418
80.5681,-94.0570
80.5681,-98.7651
80.5681,-103.9401
80.5681,-109.1928
80.5681,-114.4079
80.5681,-118.7343
80.5681,-121.6566
80.5681,-122.0483
80.5681,-123.5580
80.5681,-124.4542
121.1380,-0.5600
121.8103,-0.8965
125.1093,-2.6751
127.7856,-6.0772
128.7949,-14.2155
128.7949,-19.8285
128.7949,-26.1920
128.7949,-32.8879
128.7949,-39.9181
128.7949,-48.8322
128.7949,-58.4779
128.7949,-67.8223
128.7949,-76.1239
128.7949,-85.0104
128.7949,-93.6287
128.7949,-102.7435
128.7949,-111.9591
128.7949,-119.4202
128.7949,-121.4318
128.7949,-121.8426
128.7949,-121.4547
128.5294,-121.4721
128.1652,-123.7140
126.8234,-126.5450
124.4174,-128.4098
121.7778,-128.4098
117.6089,-128.4098
113.1070,-128.4098
108.1667,-128.4098
101.3689,-128.4098
95.1102,-128.4098
89.9566,-128.4098
86.1648,-128.4460
82.6614,-126.0256
81.0418,-124.5131
85.8001,-128.4098
80.1837,-128.4098
73.7984,-128.4098
65.7688,-128.4098
57.2442,-128.4098
48.5659,-128.4098
39.2487,-128.4098
30.5569,-128.4098
22.3645,-128.4098
15.2919,-128.4098
9.5193,-128.4460
5.1283,-128.4460
2.3656,-128.4460
88.8637,-1.1314
87.7049,-1.2176
84.4534,-2.0090
82.3421,-3.5338
81.1243,-5.4619
80.6182,-7.8367
80.6288,-122.9670
79.7516,-123.8896
78.2454,-126.6439
75.4310,-128.4460
0.7079,-1.1248
0.7079,-5.6942
0.7079,-11.7879
0.7079,-17.8353
0.7079,-24.2108
0.7079,-30.1380
0.7079,-37.4961
0.7079,-44.7592
0.7079,-52.0905
0.7079,-58.9471
0.7079,-65.4828
0.7079,-72.8423
0.7079,-79.4313
0.7079,-86.6670
0.7079,-94.2432
0.7079,-101.1646
0.7079,-107.0953
0.7589,-112.8314
0.7800,-117.8231
0.7994,-122.4320
0.8049,-123.7543
0.9457,-124.9481
1.7812,-126.7147
3.8930,-128.5042
5.8618,-128.4460
7.7256,-128.4460
10.2726,-128.4460
12.3027,-128.4460
14.3027,-128.4460
120.5286,-0.8374
121.0664,-0.8140
123.9894,0.0947
126.8654,2.7376
128.7949,7.3089
128.7949,18.9988
128.7949,25.2952
128.7949,32.3211
128.7949,40.1995
128.7949,48.7380
128.7949,57.1901
128.7949,66.2067
128.7949,78.6188
128.7949,91.8823
128.7949,103.5332
128.7949,112.8750
128.7949,118.0556
